date,store_id,sku,quantity_on_hand,quantity_sold,status,days_of_supply,value_on_hand
2024-07-11,ST008,SKU01033,102,13,Overstock,9,33441.72
2024-07-11,ST008,SKU01034,11,6,Low Stock,1,1421.97
2024-07-11,ST008,SKU01035,120,13,Overstock,9,29880.0
2024-07-11,ST008,SKU01036,65,13,Overstock,6,11149.45
2024-07-11,ST008,SKU01037,75,13,In Stock,4,6998.25
2024-07-11,ST008,SKU01038,39,7,Low Stock,6,1961.31
2024-07-11,ST008,SKU01039,77,8,Overstock,6,34010.9
2024-07-11,ST008,SKU01040,102,8,In Stock,9,36964.8
2024-07-11,ST008,SKU01041,67,13,In Stock,6,10396.39
2024-07-11,ST008,SKU01042,140,6,Overstock,34,59222.8
2024-07-11,ST008,SKU01043,69,5,In Stock,15,19780.23
2024-07-11,ST008,SKU01044,95,8,Overstock,11,61692.05
2024-07-11,ST008,SKU01045,101,4,Overstock,14,31532.2
2024-07-11,ST008,SKU01046,0,17,Out of Stock,0,0.0
2024-07-11,ST008,SKU01047,123,3,In Stock,27,80287.02
2024-07-11,ST008,SKU01048,51,22,Overstock,3,3779.1
2024-07-11,ST008,SKU01049,98,11,Overstock,8,21887.32
2024-07-12,ST001,SKU01001,99,6,Overstock,9,52241.31
2024-07-12,ST001,SKU01002,2,7,Low Stock,0,994.18
2024-07-12,ST001,SKU01003,103,9,In Stock,11,65141.32
2024-07-12,ST001,SKU01004,39,16,In Stock,3,29441.88
2024-07-12,ST001,SKU01005,54,13,In Stock,6,36174.06
2024-07-12,ST001,SKU01006,39,15,In Stock,4,18049.59
2024-07-12,ST001,SKU01007,83,12,In Stock,9,61341.98
2024-07-12,ST001,SKU01008,36,9,In Stock,2,4677.12
2024-07-12,ST001,SKU01009,61,3,In Stock,7,1889.78
2024-07-12,ST001,SKU01010,117,21,Overstock,8,12914.46
2024-07-12,ST001,SKU01011,0,7,Out of Stock,0,0.0
2024-07-12,ST001,SKU01012,49,14,In Stock,4,28564.55
2024-07-12,ST001,SKU01015,24,5,Low Stock,5,16793.76
2024-07-12,ST001,SKU01016,21,11,Low Stock,1,5628.84
2024-07-12,ST001,SKU01017,88,7,In Stock,16,38419.92
2024-07-12,ST001,SKU01018,51,6,Overstock,6,3601.62
2024-07-12,ST001,SKU01019,70,3,Overstock,26,34682.2
2024-07-12,ST001,SKU01021,21,7,In Stock,2,16528.47
2024-07-12,ST001,SKU01022,7,4,Low Stock,1,3839.5
2024-07-12,ST001,SKU01023,0,12,Out of Stock,0,0.0
2024-07-12,ST001,SKU01024,127,7,Overstock,11,25180.29
2024-07-12,ST001,SKU01025,22,3,Low Stock,7,6257.68
2024-07-12,ST001,SKU01026,28,14,Low Stock,2,17711.96
2024-07-12,ST001,SKU01027,92,4,Overstock,31,51490.56
2024-07-12,ST001,SKU01028,105,2,Overstock,35,32114.25
2024-07-12,ST001,SKU01029,75,13,Overstock,5,36007.5
2024-07-12,ST001,SKU01030,128,11,Overstock,9,69345.28
2024-07-12,ST001,SKU01031,125,3,Overstock,34,94195.0
2024-07-12,ST001,SKU01032,114,24,Overstock,7,87964.68
2024-07-12,ST001,SKU01033,59,2,In Stock,15,19343.74
2024-07-12,ST001,SKU01034,25,13,Low Stock,2,3231.75
2024-07-12,ST001,SKU01035,59,10,In Stock,5,14691.0
2024-07-12,ST001,SKU01036,25,4,Low Stock,10,4288.25
2024-07-12,ST001,SKU01037,141,8,Overstock,10,13156.71
2024-07-12,ST001,SKU01038,124,4,Overstock,23,6235.96
2024-07-12,ST001,SKU01039,125,3,Overstock,37,55212.5
2024-07-12,ST001,SKU01040,55,6,In Stock,11,19932.0
2024-07-12,ST001,SKU01041,24,15,Low Stock,1,3724.08
2024-07-12,ST001,SKU01042,64,19,In Stock,4,27073.28
2024-07-12,ST001,SKU01043,60,9,In Stock,7,17200.2
2024-07-12,ST001,SKU01044,63,15,In Stock,3,40911.57
2024-07-12,ST001,SKU01045,75,2,Overstock,16,23415.0
2024-07-12,ST001,SKU01046,7,16,Low Stock,0,5295.64
2024-07-12,ST001,SKU01047,59,9,In Stock,3,38511.66
2024-07-12,ST001,SKU01048,113,16,Overstock,9,8373.3
2024-07-12,ST001,SKU01049,77,2,Overstock,27,17197.18
2024-07-12,ST001,SKU01050,34,12,Low Stock,2,5385.6
2024-07-12,ST002,SKU01000,62,4,In Stock,17,39760.6
2024-07-12,ST002,SKU01001,70,16,In Stock,5,36938.3
2024-07-12,ST002,SKU01002,86,19,In Stock,6,42749.74
2024-07-12,ST002,SKU01003,52,14,In Stock,2,32886.88
2024-07-12,ST002,SKU01004,34,12,In Stock,4,25667.28
2024-07-12,ST002,SKU01005,62,19,In Stock,3,41533.18
2024-07-12,ST002,SKU01007,38,10,Low Stock,5,28084.28
2024-07-12,ST002,SKU01008,84,19,In Stock,5,10913.28
2024-07-12,ST002,SKU01009,67,11,In Stock,8,2075.66
2024-07-12,ST002,SKU01010,49,9,In Stock,4,5408.62
2024-07-12,ST002,SKU01011,66,9,In Stock,6,38879.94
2024-07-12,ST002,SKU01012,64,11,In Stock,5,37308.8
2024-07-12,ST002,SKU01013,29,7,Low Stock,1,3020.64
2024-07-12,ST002,SKU01014,128,9,Overstock,14,22833.92
2024-07-12,ST002,SKU01016,83,18,In Stock,5,22247.32
2024-07-12,ST002,SKU01017,55,17,In Stock,5,24012.45
2024-07-12,ST002,SKU01018,115,1,Overstock,55,8121.3
2024-07-12,ST002,SKU01019,109,7,Overstock,22,54005.14
2024-07-12,ST002,SKU01020,123,12,Overstock,10,97023.63
2024-07-12,ST002,SKU01021,0,8,Out of Stock,0,0.0
2024-07-12,ST002,SKU01023,83,6,In Stock,16,26696.95
2024-07-12,ST002,SKU01024,123,10,Overstock,10,24387.21
2024-07-12,ST002,SKU01025,113,10,Overstock,11,32141.72
2024-07-12,ST002,SKU01026,78,11,Overstock,7,49340.46
2024-07-12,ST002,SKU01027,81,1,Overstock,28,45334.08
2024-07-12,ST002,SKU01028,2,6,Low Stock,0,611.7
2024-07-12,ST002,SKU01029,13,2,Low Stock,4,6241.3
2024-07-12,ST002,SKU01030,54,10,Overstock,5,29255.04
2024-07-12,ST002,SKU01031,109,7,Overstock,14,82138.04
2024-07-12,ST002,SKU01034,53,3,In Stock,12,6851.31
2024-07-12,ST002,SKU01035,100,8,Overstock,11,24900.0
2024-07-12,ST002,SKU01037,19,19,Low Stock,1,1772.89
2024-07-12,ST002,SKU01038,12,13,Low Stock,0,603.48
2024-07-12,ST002,SKU01039,15,15,Low Stock,1,6625.5
2024-07-12,ST002,SKU01040,113,5,In Stock,10,40951.2
2024-07-12,ST002,SKU01041,47,11,In Stock,3,7292.99
2024-07-12,ST002,SKU01042,124,11,In Stock,14,52454.48
2024-07-12,ST002,SKU01043,59,6,In Stock,7,16913.53
2024-07-12,ST002,SKU01044,137,10,Overstock,9,88966.43
2024-07-12,ST002,SKU01045,119,8,Overstock,6,37151.8
2024-07-12,ST002,SKU01046,111,11,Overstock,11,83973.72
2024-07-12,ST002,SKU01047,115,13,In Stock,7,75065.1
2024-07-12,ST002,SKU01048,102,4,Overstock,50,7558.2
2024-07-12,ST002,SKU01049,66,10,In Stock,4,14740.44
2024-07-12,ST002,SKU01050,60,12,In Stock,5,9504.0
2024-07-12,ST003,SKU01000,49,13,In Stock,5,31423.7
2024-07-12,ST003,SKU01001,16,14,Low Stock,1,8443.04
2024-07-12,ST003,SKU01002,138,2,Overstock,40,68598.42
2024-07-12,ST003,SKU01003,47,19,In Stock,2,29724.68
2024-07-12,ST003,SKU01006,57,11,In Stock,4,26380.17
2024-07-12,ST003,SKU01007,87,10,In Stock,7,64298.22
2024-07-12,ST003,SKU01009,128,4,Overstock,48,3965.44
2024-07-12,ST003,SKU01010,65,2,In Stock,19,7174.7
2024-07-12,ST003,SKU01011,22,5,Low Stock,5,12959.98
2024-07-12,ST003,SKU01012,101,2,Overstock,27,58877.95
2024-07-12,ST003,SKU01013,102,9,Overstock,13,10624.32
2024-07-12,ST003,SKU01014,37,11,In Stock,4,6600.43
2024-07-12,ST003,SKU01016,22,14,Low Stock,1,5896.88
2024-07-12,ST003,SKU01017,44,5,In Stock,5,19209.96
2024-07-12,ST003,SKU01018,58,18,Overstock,4,4095.96
2024-07-12,ST003,SKU01019,64,9,Overstock,8,31709.44
2024-07-12,ST003,SKU01020,123,5,Overstock,53,97023.63
2024-07-12,ST003,SKU01021,100,13,In Stock,7,78707.0
2024-07-12,ST003,SKU01022,127,7,Overstock,13,69659.5
2024-07-12,ST003,SKU01023,35,16,In Stock,4,11257.75
2024-07-12,ST003,SKU01024,64,6,Overstock,8,12689.28
2024-07-12,ST003,SKU01025,71,5,Overstock,10,20195.24
2024-07-12,ST003,SKU01026,14,7,Low Stock,1,8855.98
2024-07-12,ST003,SKU01027,17,5,Low Stock,3,9514.56
2024-07-12,ST003,SKU01028,120,4,Overstock,13,36702.0
2024-07-12,ST003,SKU01029,34,12,In Stock,4,16323.4
2024-07-12,ST003,SKU01030,138,3,Overstock,23,74762.88
2024-07-12,ST003,SKU01031,68,3,In Stock,12,51242.08
2024-07-12,ST003,SKU01032,98,4,Overstock,30,75618.76
2024-07-12,ST003,SKU01033,45,6,Low Stock,7,14753.7
2024-07-12,ST003,SKU01035,53,10,In Stock,4,13197.0
2024-07-12,ST003,SKU01036,92,7,Overstock,7,15780.76
2024-07-12,ST003,SKU01037,28,6,Low Stock,7,2612.68
2024-07-12,ST003,SKU01038,33,15,Low Stock,2,1659.57
2024-07-12,ST003,SKU01040,93,16,In Stock,8,33703.2
2024-07-12,ST003,SKU01041,16,16,Low Stock,1,2482.72
2024-07-12,ST003,SKU01042,84,6,In Stock,7,35533.68
2024-07-12,ST003,SKU01044,99,5,Overstock,21,64289.61
2024-07-12,ST003,SKU01046,82,12,Overstock,9,62034.64
2024-07-12,ST003,SKU01047,74,24,In Stock,5,48302.76
2024-07-12,ST003,SKU01048,100,5,Overstock,19,7410.0
2024-07-12,ST003,SKU01049,25,15,In Stock,1,5583.5
2024-07-12,ST003,SKU01050,55,4,In Stock,23,8712.0
2024-07-12,ST004,SKU01003,39,9,In Stock,5,24665.16
2024-07-12,ST004,SKU01004,60,11,In Stock,5,45295.2
2024-07-12,ST004,SKU01006,0,10,Out of Stock,0,0.0
2024-07-12,ST004,SKU01007,9,10,Low Stock,0,6651.54
2024-07-12,ST004,SKU01008,63,0,In Stock,9,8184.96
2024-07-12,ST004,SKU01010,131,2,Overstock,18,14459.78
2024-07-12,ST004,SKU01011,19,5,Low Stock,2,11192.71
2024-07-12,ST004,SKU01012,119,13,Overstock,17,69371.05
2024-07-12,ST004,SKU01013,45,10,Overstock,5,4687.2
2024-07-12,ST004,SKU01014,126,4,Overstock,11,22477.14
2024-07-12,ST004,SKU01015,84,14,Overstock,9,58778.16
2024-07-12,ST004,SKU01016,25,15,Low Stock,2,6701.0
2024-07-12,ST004,SKU01017,112,5,In Stock,22,48898.08
2024-07-12,ST004,SKU01018,12,9,Low Stock,1,847.44
2024-07-12,ST004,SKU01020,13,4,Low Stock,2,10254.53
2024-07-12,ST004,SKU01021,26,13,In Stock,2,20463.82
2024-07-12,ST004,SKU01022,120,13,Overstock,9,65820.0
2024-07-12,ST004,SKU01023,123,17,Overstock,9,39562.95
2024-07-12,ST004,SKU01024,77,12,Overstock,7,15266.79
2024-07-12,ST004,SKU01025,24,7,Low Stock,5,6826.56
2024-07-12,ST004,SKU01026,30,10,Low Stock,3,18977.1
2024-07-12,ST004,SKU01027,85,11,Overstock,10,47572.8
2024-07-12,ST004,SKU01028,116,15,Overstock,9,35478.6
2024-07-12,ST004,SKU01029,102,14,Overstock,8,48970.2
2024-07-12,ST004,SKU01030,92,1,Overstock,20,49841.92
2024-07-12,ST004,SKU01031,98,3,Overstock,23,73848.88
2024-07-12,ST004,SKU01032,112,12,Overstock,6,86421.44
2024-07-12,ST004,SKU01033,47,6,Low Stock,5,15409.42
2024-07-12,ST004,SKU01034,5,17,Low Stock,0,646.35
2024-07-12,ST004,SKU01035,54,20,In Stock,5,13446.0
2024-07-12,ST004,SKU01036,55,9,Overstock,7,9434.15
2024-07-12,ST004,SKU01037,77,11,In Stock,6,7184.87
2024-07-12,ST004,SKU01038,17,17,Low Stock,1,854.93
2024-07-12,ST004,SKU01039,1,18,Low Stock,0,441.7
2024-07-12,ST004,SKU01041,59,3,In Stock,13,9155.03
2024-07-12,ST004,SKU01043,94,8,In Stock,12,26946.98
2024-07-12,ST004,SKU01044,132,13,Overstock,7,85719.48
2024-07-12,ST004,SKU01046,38,15,In Stock,2,28747.76
2024-07-12,ST004,SKU01047,134,7,Overstock,16,87467.16
2024-07-12,ST004,SKU01048,97,11,Overstock,8,7187.7
2024-07-12,ST004,SKU01049,141,1,Overstock,51,31490.94
2024-07-12,ST004,SKU01050,35,2,Low Stock,11,5544.0
2024-07-12,ST005,SKU01000,68,8,In Stock,10,43608.4
2024-07-12,ST005,SKU01001,67,21,In Stock,4,35355.23
2024-07-12,ST005,SKU01002,56,5,In Stock,5,27837.04
2024-07-12,ST005,SKU01003,103,8,In Stock,11,65141.32
2024-07-12,ST005,SKU01004,69,10,In Stock,5,52089.48
2024-07-12,ST005,SKU01005,123,2,Overstock,32,82396.47
2024-07-12,ST005,SKU01007,28,9,Low Stock,3,20693.68
2024-07-12,ST005,SKU01008,120,8,In Stock,9,15590.4
2024-07-12,ST005,SKU01009,108,5,Overstock,23,3345.84
2024-07-12,ST005,SKU01010,19,9,Low Stock,2,2097.22
2024-07-12,ST005,SKU01011,44,11,Low Stock,4,25919.96
2024-07-12,ST005,SKU01012,14,5,Low Stock,1,8161.3
2024-07-12,ST005,SKU01013,61,9,Overstock,5,6353.76
2024-07-12,ST005,SKU01014,32,10,In Stock,2,5708.48
2024-07-12,ST005,SKU01015,134,8,Overstock,13,93765.16
2024-07-12,ST005,SKU01016,130,16,Overstock,6,34845.2
2024-07-12,ST005,SKU01017,29,7,Low Stock,2,12661.11
2024-07-12,ST005,SKU01018,49,5,Overstock,4,3460.38
2024-07-12,ST005,SKU01019,11,7,Low Stock,1,5450.06
2024-07-12,ST005,SKU01020,122,7,Overstock,10,96234.82
2024-07-12,ST005,SKU01021,48,10,In Stock,5,37779.36
2024-07-12,ST005,SKU01023,84,15,In Stock,9,27018.6
2024-07-12,ST005,SKU01024,45,9,Overstock,9,8922.15
2024-07-12,ST005,SKU01025,63,11,In Stock,6,17919.72
2024-07-12,ST005,SKU01026,56,17,In Stock,4,35423.92
2024-07-12,ST005,SKU01027,27,2,Low Stock,6,15111.36
2024-07-12,ST005,SKU01028,18,7,Low Stock,1,5505.3
2024-07-12,ST005,SKU01029,98,4,Overstock,12,47049.8
2024-07-12,ST005,SKU01030,91,17,Overstock,4,49300.16
2024-07-12,ST005,SKU01032,0,9,Out of Stock,0,0.0
2024-07-12,ST005,SKU01033,33,1,Low Stock,11,10819.38
2024-07-12,ST005,SKU01034,11,5,Low Stock,1,1421.97
2024-07-12,ST005,SKU01035,44,3,In Stock,5,10956.0
2024-07-12,ST005,SKU01036,22,15,Low Stock,1,3773.66
2024-07-12,ST005,SKU01037,67,5,In Stock,10,6251.77
2024-07-12,ST005,SKU01038,67,8,Overstock,11,3369.43
2024-07-12,ST005,SKU01039,41,11,In Stock,3,18109.7
2024-07-12,ST005,SKU01040,62,8,In Stock,12,22468.8
2024-07-12,ST005,SKU01041,33,10,Low Stock,4,5120.61
2024-07-12,ST005,SKU01042,19,3,Low Stock,4,8037.38
2024-07-12,ST005,SKU01043,138,11,Overstock,12,39560.46
2024-07-12,ST005,SKU01044,138,8,Overstock,32,89615.82
2024-07-12,ST005,SKU01045,77,18,Overstock,4,24039.4
2024-07-12,ST005,SKU01046,75,5,Overstock,18,56739.0
2024-07-12,ST005,SKU01048,145,4,Overstock,67,10744.5
2024-07-12,ST005,SKU01049,112,14,Overstock,8,25014.08
2024-07-12,ST006,SKU01000,32,13,In Stock,2,20521.6
2024-07-12,ST006,SKU01001,42,5,In Stock,5,22162.98
2024-07-12,ST006,SKU01002,117,13,In Stock,10,58159.53
2024-07-12,ST006,SKU01003,0,17,Out of Stock,0,0.0
2024-07-12,ST006,SKU01004,142,1,Overstock,37,107198.64
2024-07-12,ST006,SKU01005,9,11,Low Stock,1,6029.01
2024-07-12,ST006,SKU01006,17,12,Low Stock,1,7867.77
2024-07-12,ST006,SKU01007,53,17,In Stock,4,39170.18
2024-07-12,ST006,SKU01008,111,12,In Stock,12,14421.12
2024-07-12,ST006,SKU01009,29,5,Low Stock,4,898.42
2024-07-12,ST006,SKU01011,42,12,Low Stock,4,24741.78
2024-07-12,ST006,SKU01012,123,2,Overstock,35,71702.85
2024-07-12,ST006,SKU01013,22,8,Low Stock,2,2291.52
2024-07-12,ST006,SKU01014,126,14,Overstock,9,22477.14
2024-07-12,ST006,SKU01015,114,14,Overstock,10,79770.36
2024-07-12,ST006,SKU01016,107,16,In Stock,5,28680.28
2024-07-12,ST006,SKU01019,39,4,Overstock,16,19322.94
2024-07-12,ST006,SKU01021,45,14,In Stock,4,35418.15
2024-07-12,ST006,SKU01022,116,10,Overstock,11,63626.0
2024-07-12,ST006,SKU01023,41,8,In Stock,8,13187.65
2024-07-12,ST006,SKU01024,4,12,Low Stock,0,793.08
2024-07-12,ST006,SKU01025,116,8,Overstock,9,32995.04
2024-07-12,ST006,SKU01026,141,6,Overstock,20,89192.37
2024-07-12,ST006,SKU01027,1,12,Low Stock,0,559.68
2024-07-12,ST006,SKU01028,92,16,Overstock,6,28138.2
2024-07-12,ST006,SKU01029,69,15,In Stock,5,33126.9
2024-07-12,ST006,SKU01030,16,9,Low Stock,1,8668.16
2024-07-12,ST006,SKU01031,142,0,Overstock,51,107005.52
2024-07-12,ST006,SKU01032,14,16,Low Stock,1,10802.68
2024-07-12,ST006,SKU01033,59,16,In Stock,6,19343.74
2024-07-12,ST006,SKU01034,21,20,Low Stock,1,2714.67
2024-07-12,ST006,SKU01035,132,14,Overstock,16,32868.0
2024-07-12,ST006,SKU01037,60,17,In Stock,3,5598.6
2024-07-12,ST006,SKU01038,81,2,Overstock,31,4073.49
2024-07-12,ST006,SKU01039,116,2,Overstock,35,51237.2
2024-07-12,ST006,SKU01040,118,5,In Stock,10,42763.2
2024-07-12,ST006,SKU01041,68,4,In Stock,20,10551.56
2024-07-12,ST006,SKU01042,139,8,Overstock,16,58799.78
2024-07-12,ST006,SKU01044,126,18,Overstock,7,81823.14
2024-07-12,ST006,SKU01045,49,6,Overstock,4,15297.8
2024-07-12,ST006,SKU01046,12,13,Low Stock,0,9078.24
2024-07-12,ST006,SKU01047,60,17,In Stock,3,39164.4
2024-07-12,ST006,SKU01048,52,14,Overstock,4,3853.2
2024-07-12,ST006,SKU01049,8,14,Low Stock,0,1786.72
2024-07-12,ST006,SKU01050,44,3,Low Stock,12,6969.6
2024-07-12,ST007,SKU01000,65,3,In Stock,9,41684.5
2024-07-12,ST007,SKU01001,83,16,In Stock,6,43798.27
2024-07-12,ST007,SKU01002,35,2,Low Stock,10,17398.15
2024-07-12,ST007,SKU01003,0,22,Out of Stock,0,0.0
2024-07-12,ST007,SKU01004,47,12,In Stock,3,35481.24
2024-07-12,ST007,SKU01005,84,1,In Stock,26,56270.76
2024-07-12,ST007,SKU01007,141,7,In Stock,11,104207.46
2024-07-12,ST007,SKU01008,112,4,In Stock,14,14551.04
2024-07-12,ST007,SKU01009,33,8,Low Stock,2,1022.34
2024-07-12,ST007,SKU01010,32,7,In Stock,4,3532.16
2024-07-12,ST007,SKU01011,105,3,In Stock,31,61854.45
2024-07-12,ST007,SKU01012,99,12,Overstock,10,57712.05
2024-07-12,ST007,SKU01014,141,7,Overstock,18,25152.99
2024-07-12,ST007,SKU01016,50,8,In Stock,6,13402.0
2024-07-12,ST007,SKU01017,72,5,In Stock,19,31434.48
2024-07-12,ST007,SKU01018,4,14,Low Stock,0,282.48
2024-07-12,ST007,SKU01019,36,4,Overstock,7,17836.56
2024-07-12,ST007,SKU01020,91,20,In Stock,7,71781.71
2024-07-12,ST007,SKU01021,140,1,Overstock,29,110189.8
2024-07-12,ST007,SKU01022,112,4,Overstock,39,61432.0
2024-07-12,ST007,SKU01023,15,7,Low Stock,2,4824.75
2024-07-12,ST007,SKU01024,85,15,Overstock,5,16852.95
2024-07-12,ST007,SKU01025,26,12,Low Stock,2,7395.44
2024-07-12,ST007,SKU01026,1,11,Low Stock,0,632.57
2024-07-12,ST007,SKU01028,29,14,In Stock,3,8869.65
2024-07-12,ST007,SKU01029,44,2,In Stock,15,21124.4
2024-07-12,ST007,SKU01030,0,16,Out of Stock,0,0.0
2024-07-12,ST007,SKU01031,0,14,Out of Stock,0,0.0
2024-07-12,ST007,SKU01032,0,10,Out of Stock,0,0.0
2024-07-12,ST007,SKU01033,7,6,Low Stock,1,2295.02
2024-07-12,ST007,SKU01034,12,7,Low Stock,1,1551.24
2024-07-12,ST007,SKU01035,85,11,Overstock,9,21165.0
2024-07-12,ST007,SKU01036,60,13,Overstock,4,10291.8
2024-07-12,ST007,SKU01037,24,15,Low Stock,1,2239.44
2024-07-12,ST007,SKU01038,18,11,Low Stock,1,905.22
2024-07-12,ST007,SKU01039,111,15,Overstock,12,49028.7
2024-07-12,ST007,SKU01040,131,8,Overstock,10,47474.4
2024-07-12,ST007,SKU01041,100,14,In Stock,7,15517.0
2024-07-12,ST007,SKU01043,119,4,In Stock,32,34113.73
2024-07-12,ST007,SKU01044,42,10,In Stock,4,27274.38
2024-07-12,ST007,SKU01045,92,22,Overstock,5,28722.4
2024-07-12,ST007,SKU01046,96,8,Overstock,14,72625.92
2024-07-12,ST007,SKU01047,65,11,In Stock,9,42428.1
2024-07-12,ST007,SKU01048,0,9,Out of Stock,0,0.0
2024-07-12,ST007,SKU01049,54,13,In Stock,3,12060.36
2024-07-12,ST007,SKU01050,139,1,Overstock,57,22017.6
2024-07-12,ST008,SKU01001,93,4,Overstock,13,49075.17
2024-07-12,ST008,SKU01003,0,12,Out of Stock,0,0.0
2024-07-12,ST008,SKU01004,117,4,Overstock,20,88325.64
2024-07-12,ST008,SKU01005,110,3,Overstock,26,73687.9
2024-07-12,ST008,SKU01006,11,4,Low Stock,2,5090.91
2024-07-12,ST008,SKU01007,90,5,In Stock,22,66515.4
2024-07-12,ST008,SKU01008,95,8,In Stock,6,12342.4
2024-07-12,ST008,SKU01009,121,1,Overstock,19,3748.58
2024-07-12,ST008,SKU01011,56,8,In Stock,9,32989.04
2024-07-12,ST008,SKU01012,8,13,Low Stock,0,4663.6
2024-07-12,ST008,SKU01013,2,3,Low Stock,0,208.32
2024-07-12,ST008,SKU01014,25,5,Low Stock,2,4459.75
2024-07-12,ST008,SKU01015,93,8,Overstock,6,65075.82
2024-07-12,ST008,SKU01017,63,18,In Stock,5,27505.17
2024-07-12,ST008,SKU01018,120,12,Overstock,12,8474.4
2024-07-12,ST008,SKU01019,77,7,Overstock,13,38150.42
2024-07-12,ST008,SKU01020,86,4,In Stock,9,67837.66
2024-07-12,ST008,SKU01021,95,1,In Stock,34,74771.65
2024-07-12,ST008,SKU01022,114,10,Overstock,10,62529.0
2024-07-12,ST008,SKU01023,119,14,Overstock,9,38276.35
2024-07-12,ST008,SKU01024,44,11,Overstock,5,8723.88
2024-07-12,ST008,SKU01025,110,7,Overstock,9,31288.4
2024-07-12,ST008,SKU01026,81,6,Overstock,12,51238.17
2024-07-12,ST008,SKU01027,41,6,Low Stock,11,22946.88
2024-07-12,ST008,SKU01028,139,3,Overstock,30,42513.15
2024-07-12,ST008,SKU01029,125,2,Overstock,14,60012.5
2024-07-12,ST008,SKU01031,62,7,In Stock,14,46720.72
2024-07-12,ST008,SKU01032,89,11,Overstock,8,68674.18
2024-07-12,ST008,SKU01033,81,13,In Stock,6,26556.66
2024-07-12,ST008,SKU01034,11,1,Low Stock,3,1421.97
2024-07-12,ST008,SKU01035,0,11,Out of Stock,0,0.0
2024-07-12,ST008,SKU01036,64,4,Overstock,16,10977.92
2024-07-12,ST008,SKU01037,137,7,Overstock,36,12783.47
2024-07-12,ST008,SKU01038,13,4,Low Stock,2,653.77
2024-07-12,ST008,SKU01039,5,20,Low Stock,0,2208.5
2024-07-12,ST008,SKU01040,89,14,In Stock,5,32253.6
2024-07-12,ST008,SKU01041,6,6,Low Stock,0,931.02
2024-07-12,ST008,SKU01042,37,12,In Stock,3,15651.74
2024-07-12,ST008,SKU01043,105,18,In Stock,8,30100.35
2024-07-12,ST008,SKU01044,112,10,Overstock,8,72731.68
2024-07-12,ST008,SKU01045,24,9,Low Stock,3,7492.8
2024-07-12,ST008,SKU01046,117,6,Overstock,9,88512.84
2024-07-12,ST008,SKU01047,22,5,In Stock,2,14360.28
2024-07-12,ST008,SKU01048,69,5,Overstock,18,5112.9
2024-07-12,ST008,SKU01049,9,13,Low Stock,0,2010.06
2024-07-12,ST008,SKU01050,13,7,Low Stock,1,2059.2
2024-07-13,ST001,SKU01000,33,16,In Stock,2,21162.9
2024-07-13,ST001,SKU01001,83,8,In Stock,12,43798.27
2024-07-13,ST001,SKU01002,56,6,In Stock,11,27837.04
2024-07-13,ST001,SKU01004,46,7,In Stock,6,34726.32
2024-07-13,ST001,SKU01006,125,9,Overstock,14,57851.25
2024-07-13,ST001,SKU01007,95,16,In Stock,9,70210.7
2024-07-13,ST001,SKU01008,80,2,In Stock,23,10393.6
2024-07-13,ST001,SKU01009,146,0,Overstock,42,4523.08
2024-07-13,ST001,SKU01010,24,6,In Stock,3,2649.12
2024-07-13,ST001,SKU01012,85,13,Overstock,6,49550.75
2024-07-13,ST001,SKU01013,111,10,Overstock,11,11561.76
2024-07-13,ST001,SKU01015,84,4,Overstock,13,58778.16
2024-07-13,ST001,SKU01016,20,9,Low Stock,2,5360.8
2024-07-13,ST001,SKU01017,102,3,In Stock,35,44532.18
2024-07-13,ST001,SKU01020,94,6,In Stock,9,74148.14
2024-07-13,ST001,SKU01021,91,5,In Stock,26,71623.37
2024-07-13,ST001,SKU01022,98,5,Overstock,12,53753.0
2024-07-13,ST001,SKU01023,123,11,Overstock,15,39562.95
2024-07-13,ST001,SKU01024,63,6,Overstock,8,12491.01
2024-07-13,ST001,SKU01025,108,5,Overstock,19,30719.52
2024-07-13,ST001,SKU01027,94,15,Overstock,7,52609.92
2024-07-13,ST001,SKU01029,32,5,In Stock,5,15363.2
2024-07-13,ST001,SKU01030,133,13,Overstock,9,72054.08
2024-07-13,ST001,SKU01031,84,8,In Stock,5,63299.04
2024-07-13,ST001,SKU01032,94,7,Overstock,29,72532.28
2024-07-13,ST001,SKU01033,103,15,Overstock,12,33769.58
2024-07-13,ST001,SKU01035,52,7,In Stock,4,12948.0
2024-07-13,ST001,SKU01036,142,2,Overstock,47,24357.26
2024-07-13,ST001,SKU01037,51,6,In Stock,4,4758.81
2024-07-13,ST001,SKU01038,49,14,Overstock,3,2464.21
2024-07-13,ST001,SKU01039,57,12,Overstock,3,25176.9
2024-07-13,ST001,SKU01040,93,4,In Stock,13,33703.2
2024-07-13,ST001,SKU01041,0,20,Out of Stock,0,0.0
2024-07-13,ST001,SKU01043,85,4,In Stock,34,24366.95
2024-07-13,ST001,SKU01044,121,7,Overstock,27,78576.19
2024-07-13,ST001,SKU01045,0,11,Out of Stock,0,0.0
2024-07-13,ST001,SKU01047,0,19,Out of Stock,0,0.0
2024-07-13,ST001,SKU01048,125,6,Overstock,14,9262.5
2024-07-13,ST001,SKU01049,16,9,Low Stock,3,3573.44
2024-07-13,ST001,SKU01050,131,5,Overstock,36,20750.4
2024-07-13,ST002,SKU01000,71,16,In Stock,4,45532.3
2024-07-13,ST002,SKU01001,12,12,Low Stock,1,6332.28
2024-07-13,ST002,SKU01002,65,10,In Stock,6,32310.85
