transaction_id,date,store_id,sku,quantity,unit_price,discount,revenue,cost,profit,profit_margin
TXN00015548,2024-07-01,ST002,SKU01014,1,433.74,0.0,433.74,178.39,255.35,58.87
TXN00015549,2024-07-01,ST006,SKU01019,2,942.97,0.0,1885.94,990.92,895.02,47.46
TXN00015550,2024-07-01,ST006,SKU01003,1,973.71,0.0,973.71,632.44,341.27,35.05
TXN00015551,2024-07-01,ST001,SKU01006,2,619.04,0.0,1238.08,925.62,312.46,25.24
TXN00015552,2024-07-01,ST001,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00015553,2024-07-01,ST005,SKU01032,1,1792.95,0.0,1792.95,771.62,1021.33,56.96
TXN00015554,2024-07-01,ST001,SKU01042,2,883.5,0.0,1767.0,846.04,920.96,52.12
TXN00015555,2024-07-01,ST003,SKU01034,1,248.45,0.0,248.45,129.27,119.18,47.97
TXN00015556,2024-07-01,ST003,SKU01026,1,1330.15,0.0,1330.15,632.57,697.58,52.44
TXN00015557,2024-07-01,ST003,SKU01033,1,758.36,0.0,758.36,327.86,430.5,56.77
TXN00015558,2024-07-01,ST003,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00015559,2024-07-01,ST001,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00015560,2024-07-01,ST001,SKU01028,1,670.72,0.0,670.72,305.85,364.87,54.4
TXN00015561,2024-07-01,ST001,SKU01014,2,433.74,45.77,775.94,356.78,419.16,54.02
TXN00015562,2024-07-01,ST008,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00015563,2024-07-01,ST008,SKU01027,1,1165.45,0.0,1165.45,559.68,605.77,51.98
TXN00015564,2024-07-01,ST008,SKU01016,1,383.85,59.24,324.61,268.04,56.57,17.43
TXN00015565,2024-07-01,ST002,SKU01024,1,299.38,56.7,242.68,198.27,44.41,18.3
TXN00015566,2024-07-01,ST008,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00015567,2024-07-01,ST006,SKU01022,1,723.97,0.0,723.97,548.5,175.47,24.24
TXN00015568,2024-07-01,ST006,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00015569,2024-07-02,ST005,SKU01031,1,1842.23,306.34,1535.89,753.56,782.33,50.94
TXN00015570,2024-07-02,ST005,SKU01011,2,1216.52,0.0,2433.04,1178.18,1254.86,51.58
TXN00015571,2024-07-02,ST002,SKU01020,1,1254.57,0.0,1254.57,788.81,465.76,37.13
TXN00015572,2024-07-02,ST005,SKU01007,1,1039.26,0.0,1039.26,739.06,300.2,28.89
TXN00015573,2024-07-02,ST005,SKU01029,2,1188.09,0.0,2376.18,960.2,1415.98,59.59
TXN00015574,2024-07-02,ST005,SKU01050,1,348.6,39.83,308.77,158.4,150.37,48.7
TXN00015575,2024-07-02,ST008,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015576,2024-07-02,ST006,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00015577,2024-07-02,ST006,SKU01000,1,974.86,0.0,974.86,641.3,333.56,34.22
TXN00015578,2024-07-02,ST006,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00015579,2024-07-02,ST001,SKU01008,2,293.96,0.0,587.92,259.84,328.08,55.8
TXN00015580,2024-07-02,ST006,SKU01035,2,565.54,0.0,1131.08,498.0,633.08,55.97
TXN00015581,2024-07-02,ST006,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00015582,2024-07-02,ST007,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00015583,2024-07-02,ST005,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015584,2024-07-02,ST008,SKU01048,1,105.29,0.0,105.29,74.1,31.19,29.62
TXN00015585,2024-07-02,ST008,SKU01018,1,113.32,0.0,113.32,70.62,42.7,37.68
TXN00015586,2024-07-02,ST002,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00015587,2024-07-02,ST003,SKU01039,1,912.06,0.0,912.06,441.7,470.36,51.57
TXN00015588,2024-07-02,ST003,SKU01008,2,293.96,0.0,587.92,259.84,328.08,55.8
TXN00015589,2024-07-02,ST005,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00015590,2024-07-02,ST005,SKU01012,2,922.91,0.0,1845.82,1165.9,679.92,36.84
TXN00015591,2024-07-02,ST008,SKU01001,1,721.72,0.0,721.72,527.69,194.03,26.88
TXN00015592,2024-07-02,ST008,SKU01011,1,1216.52,0.0,1216.52,589.09,627.43,51.58
TXN00015593,2024-07-02,ST007,SKU01019,1,942.97,0.0,942.97,495.46,447.51,47.46
TXN00015594,2024-07-02,ST005,SKU01037,2,186.05,0.0,372.1,186.62,185.48,49.85
TXN00015595,2024-07-02,ST005,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00015596,2024-07-02,ST007,SKU01042,3,883.5,0.0,2650.5,1269.06,1381.44,52.12
TXN00015597,2024-07-02,ST007,SKU01032,2,1792.95,0.0,3585.9,1543.24,2042.66,56.96
TXN00015598,2024-07-02,ST008,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00015599,2024-07-02,ST004,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00015600,2024-07-02,ST004,SKU01016,1,383.85,61.02,322.83,268.04,54.79,16.97
TXN00015601,2024-07-02,ST004,SKU01028,1,670.72,0.0,670.72,305.85,364.87,54.4
TXN00015602,2024-07-02,ST002,SKU01050,1,348.6,0.0,348.6,158.4,190.2,54.56
TXN00015603,2024-07-02,ST002,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00015604,2024-07-02,ST006,SKU01031,1,1842.23,0.0,1842.23,753.56,1088.67,59.1
TXN00015605,2024-07-02,ST006,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00015606,2024-07-02,ST003,SKU01027,1,1165.45,0.0,1165.45,559.68,605.77,51.98
TXN00015607,2024-07-02,ST003,SKU01021,1,1399.87,0.0,1399.87,787.07,612.8,43.78
TXN00015608,2024-07-02,ST004,SKU01033,1,758.36,0.0,758.36,327.86,430.5,56.77
TXN00015609,2024-07-02,ST002,SKU01014,1,433.74,0.0,433.74,178.39,255.35,58.87
TXN00015610,2024-07-02,ST005,SKU01040,1,505.24,0.0,505.24,362.4,142.84,28.27
TXN00015611,2024-07-02,ST007,SKU01034,1,248.45,36.32,212.13,129.27,82.86,39.06
TXN00015612,2024-07-02,ST007,SKU01035,1,565.54,0.0,565.54,249.0,316.54,55.97
TXN00015613,2024-07-02,ST001,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015614,2024-07-02,ST004,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00015615,2024-07-02,ST004,SKU01040,1,505.24,59.1,446.14,362.4,83.74,18.77
TXN00015616,2024-07-02,ST004,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00015617,2024-07-02,ST006,SKU01028,2,670.72,0.0,1341.44,611.7,729.74,54.4
TXN00015618,2024-07-02,ST006,SKU01030,1,1266.1,0.0,1266.1,541.76,724.34,57.21
TXN00015619,2024-07-02,ST004,SKU01046,2,1770.73,0.0,3541.46,1513.04,2028.42,57.28
TXN00015620,2024-07-02,ST004,SKU01007,2,1039.26,0.0,2078.52,1478.12,600.4,28.89
TXN00015621,2024-07-02,ST005,SKU01007,1,1039.26,0.0,1039.26,739.06,300.2,28.89
TXN00015622,2024-07-02,ST005,SKU01030,1,1266.1,0.0,1266.1,541.76,724.34,57.21
TXN00015623,2024-07-02,ST002,SKU01001,1,721.72,0.0,721.72,527.69,194.03,26.88
TXN00015624,2024-07-02,ST002,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00015625,2024-07-02,ST001,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00015626,2024-07-02,ST001,SKU01040,1,505.24,0.0,505.24,362.4,142.84,28.27
TXN00015627,2024-07-02,ST003,SKU01013,1,139.33,0.0,139.33,104.16,35.17,25.24
TXN00015628,2024-07-02,ST007,SKU01021,3,1399.87,0.0,4199.61,2361.21,1838.4,43.78
TXN00015629,2024-07-02,ST003,SKU01050,1,348.6,0.0,348.6,158.4,190.2,54.56
TXN00015630,2024-07-02,ST003,SKU01017,3,821.57,0.0,2464.71,1309.77,1154.94,46.86
TXN00015631,2024-07-02,ST001,SKU01027,1,1165.45,0.0,1165.45,559.68,605.77,51.98
TXN00015632,2024-07-02,ST001,SKU01042,1,883.5,0.0,883.5,423.02,460.48,52.12
TXN00015633,2024-07-02,ST005,SKU01026,1,1330.15,178.69,1151.46,632.57,518.89,45.06
TXN00015634,2024-07-02,ST001,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00015635,2024-07-02,ST001,SKU01045,1,640.33,0.0,640.33,312.2,328.13,51.24
TXN00015636,2024-07-02,ST001,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00015637,2024-07-02,ST001,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00015638,2024-07-02,ST005,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00015639,2024-07-02,ST005,SKU01042,1,883.5,0.0,883.5,423.02,460.48,52.12
TXN00015640,2024-07-02,ST003,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00015641,2024-07-02,ST008,SKU01045,1,640.33,0.0,640.33,312.2,328.13,51.24
TXN00015642,2024-07-02,ST008,SKU01046,1,1770.73,441.47,1329.26,756.52,572.74,43.09
TXN00015643,2024-07-02,ST006,SKU01020,1,1254.57,0.0,1254.57,788.81,465.76,37.13
TXN00015644,2024-07-02,ST006,SKU01031,1,1842.23,0.0,1842.23,753.56,1088.67,59.1
TXN00015645,2024-07-02,ST006,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00015646,2024-07-02,ST001,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00015647,2024-07-02,ST008,SKU01025,1,488.97,90.61,398.36,284.44,113.92,28.6
TXN00015648,2024-07-02,ST008,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015649,2024-07-02,ST007,SKU01045,1,640.33,129.78,510.55,312.2,198.35,38.85
TXN00015650,2024-07-02,ST004,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00015651,2024-07-02,ST008,SKU01025,1,488.97,0.0,488.97,284.44,204.53,41.83
TXN00015652,2024-07-02,ST008,SKU01028,1,670.72,0.0,670.72,305.85,364.87,54.4
TXN00015653,2024-07-02,ST005,SKU01022,1,723.97,0.0,723.97,548.5,175.47,24.24
TXN00015654,2024-07-02,ST005,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00015655,2024-07-02,ST008,SKU01031,1,1842.23,0.0,1842.23,753.56,1088.67,59.1
TXN00015656,2024-07-02,ST008,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00015657,2024-07-02,ST007,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00015658,2024-07-02,ST007,SKU01013,1,139.33,0.0,139.33,104.16,35.17,25.24
TXN00015659,2024-07-02,ST007,SKU01007,1,1039.26,0.0,1039.26,739.06,300.2,28.89
TXN00015660,2024-07-02,ST007,SKU01041,1,230.85,0.0,230.85,155.17,75.68,32.78
TXN00015661,2024-07-02,ST007,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00015662,2024-07-02,ST006,SKU01015,1,1584.49,0.0,1584.49,699.74,884.75,55.84
TXN00015663,2024-07-02,ST008,SKU01015,1,1584.49,0.0,1584.49,699.74,884.75,55.84
TXN00015664,2024-07-02,ST004,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00015665,2024-07-02,ST004,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00015666,2024-07-02,ST003,SKU01032,1,1792.95,0.0,1792.95,771.62,1021.33,56.96
TXN00015667,2024-07-02,ST003,SKU01017,1,821.57,0.0,821.57,436.59,384.98,46.86
TXN00015668,2024-07-02,ST004,SKU01010,2,257.81,0.0,515.62,220.76,294.86,57.19
TXN00015669,2024-07-02,ST003,SKU01040,1,505.24,129.29,375.95,362.4,13.55,3.6
TXN00015670,2024-07-02,ST007,SKU01019,1,942.97,163.17,779.8,495.46,284.34,36.46
TXN00015671,2024-07-02,ST007,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00015672,2024-07-02,ST005,SKU01004,1,1491.68,0.0,1491.68,754.92,736.76,49.39
TXN00015673,2024-07-02,ST006,SKU01031,1,1842.23,538.87,1303.36,753.56,549.8,42.18
TXN00015674,2024-07-02,ST006,SKU01017,1,821.57,0.0,821.57,436.59,384.98,46.86
TXN00015675,2024-07-02,ST008,SKU01033,1,758.36,0.0,758.36,327.86,430.5,56.77
TXN00015676,2024-07-02,ST008,SKU01002,1,650.43,0.0,650.43,497.09,153.34,23.58
TXN00015677,2024-07-02,ST008,SKU01049,1,423.29,0.0,423.29,223.34,199.95,47.24
TXN00015678,2024-07-02,ST008,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00015679,2024-07-02,ST008,SKU01041,1,230.85,0.0,230.85,155.17,75.68,32.78
TXN00015680,2024-07-02,ST008,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00015681,2024-07-02,ST008,SKU01034,1,248.45,0.0,248.45,129.27,119.18,47.97
TXN00015682,2024-07-02,ST001,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00015683,2024-07-02,ST002,SKU01042,1,883.5,0.0,883.5,423.02,460.48,52.12
TXN00015684,2024-07-02,ST006,SKU01007,1,1039.26,0.0,1039.26,739.06,300.2,28.89
TXN00015685,2024-07-02,ST006,SKU01033,1,758.36,0.0,758.36,327.86,430.5,56.77
TXN00015686,2024-07-02,ST003,SKU01049,1,423.29,0.0,423.29,223.34,199.95,47.24
TXN00015687,2024-07-02,ST003,SKU01043,1,404.24,0.0,404.24,286.67,117.57,29.08
TXN00015688,2024-07-02,ST006,SKU01004,1,1491.68,0.0,1491.68,754.92,736.76,49.39
TXN00015689,2024-07-02,ST002,SKU01034,1,248.45,67.86,180.59,129.27,51.32,28.42
TXN00015690,2024-07-02,ST007,SKU01028,2,670.72,0.0,1341.44,611.7,729.74,54.4
TXN00015691,2024-07-02,ST002,SKU01011,1,1216.52,0.0,1216.52,589.09,627.43,51.58
TXN00015692,2024-07-02,ST007,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015693,2024-07-02,ST007,SKU01027,1,1165.45,0.0,1165.45,559.68,605.77,51.98
TXN00015694,2024-07-02,ST007,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00015695,2024-07-02,ST008,SKU01018,1,113.32,0.0,113.32,70.62,42.7,37.68
TXN00015696,2024-07-02,ST005,SKU01027,1,1165.45,0.0,1165.45,559.68,605.77,51.98
TXN00015697,2024-07-02,ST007,SKU01019,1,942.97,154.65,788.32,495.46,292.86,37.15
TXN00015698,2024-07-02,ST007,SKU01017,1,821.57,0.0,821.57,436.59,384.98,46.86
TXN00015699,2024-07-02,ST005,SKU01027,1,1165.45,0.0,1165.45,559.68,605.77,51.98
TXN00015700,2024-07-02,ST005,SKU01047,2,1491.36,170.89,2640.94,1305.48,1335.46,50.57
TXN00015701,2024-07-02,ST006,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015702,2024-07-02,ST006,SKU01029,2,1188.09,0.0,2376.18,960.2,1415.98,59.59
TXN00015703,2024-07-02,ST002,SKU01031,2,1842.23,0.0,3684.46,1507.12,2177.34,59.1
TXN00015704,2024-07-02,ST004,SKU01011,1,1216.52,0.0,1216.52,589.09,627.43,51.58
TXN00015705,2024-07-02,ST004,SKU01042,1,883.5,0.0,883.5,423.02,460.48,52.12
TXN00015706,2024-07-02,ST005,SKU01015,1,1584.49,165.56,1418.93,699.74,719.19,50.69
TXN00015707,2024-07-02,ST005,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015708,2024-07-02,ST002,SKU01022,1,723.97,99.9,624.07,548.5,75.57,12.11
TXN00015709,2024-07-02,ST003,SKU01001,1,721.72,0.0,721.72,527.69,194.03,26.88
TXN00015710,2024-07-02,ST003,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00015711,2024-07-02,ST004,SKU01025,1,488.97,0.0,488.97,284.44,204.53,41.83
TXN00015712,2024-07-02,ST001,SKU01042,1,883.5,0.0,883.5,423.02,460.48,52.12
TXN00015713,2024-07-02,ST001,SKU01031,2,1842.23,0.0,3684.46,1507.12,2177.34,59.1
TXN00015714,2024-07-02,ST001,SKU01009,2,47.67,0.0,95.34,61.96,33.38,35.01
TXN00015715,2024-07-02,ST008,SKU01039,1,912.06,0.0,912.06,441.7,470.36,51.57
TXN00015716,2024-07-02,ST001,SKU01037,1,186.05,34.16,151.89,93.31,58.58,38.57
TXN00015717,2024-07-02,ST001,SKU01012,3,922.91,0.0,2768.73,1748.85,1019.88,36.84
TXN00015718,2024-07-02,ST001,SKU01007,2,1039.26,0.0,2078.52,1478.12,600.4,28.89
TXN00015719,2024-07-02,ST005,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00015720,2024-07-02,ST001,SKU01030,1,1266.1,0.0,1266.1,541.76,724.34,57.21
TXN00015721,2024-07-02,ST004,SKU01010,1,257.81,66.95,190.86,110.38,80.48,42.17
TXN00015722,2024-07-02,ST008,SKU01044,1,1114.07,309.13,804.94,649.39,155.55,19.32
TXN00015723,2024-07-02,ST008,SKU01002,1,650.43,0.0,650.43,497.09,153.34,23.58
TXN00015724,2024-07-02,ST007,SKU01033,1,758.36,0.0,758.36,327.86,430.5,56.77
TXN00015725,2024-07-02,ST007,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00015726,2024-07-02,ST001,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00015727,2024-07-02,ST007,SKU01014,1,433.74,0.0,433.74,178.39,255.35,58.87
TXN00015728,2024-07-02,ST007,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00015729,2024-07-02,ST003,SKU01033,2,758.36,0.0,1516.72,655.72,861.0,56.77
TXN00015730,2024-07-02,ST003,SKU01026,1,1330.15,0.0,1330.15,632.57,697.58,52.44
TXN00015731,2024-07-02,ST001,SKU01002,1,650.43,0.0,650.43,497.09,153.34,23.58
TXN00015732,2024-07-02,ST006,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00015733,2024-07-02,ST002,SKU01015,1,1584.49,0.0,1584.49,699.74,884.75,55.84
TXN00015734,2024-07-02,ST002,SKU01000,1,974.86,257.86,717.0,641.3,75.7,10.56
TXN00015735,2024-07-02,ST003,SKU01010,1,257.81,0.0,257.81,110.38,147.43,57.19
TXN00015736,2024-07-02,ST003,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015737,2024-07-02,ST007,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00015738,2024-07-02,ST008,SKU01025,1,488.97,0.0,488.97,284.44,204.53,41.83
TXN00015739,2024-07-02,ST008,SKU01033,1,758.36,0.0,758.36,327.86,430.5,56.77
TXN00015740,2024-07-02,ST003,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00015741,2024-07-02,ST005,SKU01022,1,723.97,0.0,723.97,548.5,175.47,24.24
TXN00015742,2024-07-02,ST003,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00015743,2024-07-02,ST003,SKU01044,2,1114.07,136.78,1954.58,1298.78,655.8,33.55
TXN00015744,2024-07-02,ST005,SKU01025,1,488.97,0.0,488.97,284.44,204.53,41.83
TXN00015745,2024-07-02,ST005,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00015746,2024-07-02,ST003,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00015747,2024-07-02,ST004,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00015748,2024-07-02,ST004,SKU01040,1,505.24,0.0,505.24,362.4,142.84,28.27
TXN00015749,2024-07-02,ST002,SKU01040,1,505.24,0.0,505.24,362.4,142.84,28.27
TXN00015750,2024-07-02,ST002,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00015751,2024-07-02,ST007,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00015752,2024-07-02,ST007,SKU01034,1,248.45,0.0,248.45,129.27,119.18,47.97
TXN00015753,2024-07-02,ST007,SKU01021,1,1399.87,0.0,1399.87,787.07,612.8,43.78
TXN00015754,2024-07-02,ST006,SKU01015,3,1584.49,0.0,4753.47,2099.22,2654.25,55.84
TXN00015755,2024-07-02,ST006,SKU01049,2,423.29,0.0,846.58,446.68,399.9,47.24
TXN00015756,2024-07-02,ST002,SKU01030,3,1266.1,0.0,3798.3,1625.28,2173.02,57.21
TXN00015757,2024-07-02,ST002,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00015758,2024-07-02,ST007,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00015759,2024-07-02,ST004,SKU01006,1,619.04,104.47,514.57,462.81,51.76,10.06
TXN00015760,2024-07-02,ST004,SKU01050,1,348.6,0.0,348.6,158.4,190.2,54.56
TXN00015761,2024-07-02,ST002,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00015762,2024-07-02,ST002,SKU01024,2,299.38,0.0,598.76,396.54,202.22,33.77
TXN00015763,2024-07-02,ST008,SKU01022,1,723.97,0.0,723.97,548.5,175.47,24.24
TXN00015764,2024-07-02,ST007,SKU01000,1,974.86,0.0,974.86,641.3,333.56,34.22
TXN00015765,2024-07-02,ST003,SKU01000,1,974.86,177.08,797.78,641.3,156.48,19.61
TXN00015766,2024-07-02,ST006,SKU01021,2,1399.87,0.0,2799.74,1574.14,1225.6,43.78
TXN00015767,2024-07-02,ST006,SKU01014,1,433.74,0.0,433.74,178.39,255.35,58.87
TXN00015768,2024-07-02,ST001,SKU01025,1,488.97,0.0,488.97,284.44,204.53,41.83
TXN00015769,2024-07-02,ST001,SKU01048,1,105.29,0.0,105.29,74.1,31.19,29.62
TXN00015770,2024-07-02,ST001,SKU01048,1,105.29,0.0,105.29,74.1,31.19,29.62
TXN00015771,2024-07-02,ST002,SKU01014,1,433.74,0.0,433.74,178.39,255.35,58.87
TXN00015772,2024-07-02,ST004,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00015773,2024-07-02,ST008,SKU01002,1,650.43,0.0,650.43,497.09,153.34,23.58
TXN00015774,2024-07-02,ST002,SKU01033,1,758.36,179.18,579.18,327.86,251.32,43.39
TXN00015775,2024-07-02,ST004,SKU01045,2,640.33,0.0,1280.66,624.4,656.26,51.24
TXN00015776,2024-07-02,ST004,SKU01013,1,139.33,0.0,139.33,104.16,35.17,25.24
TXN00015777,2024-07-02,ST004,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00015778,2024-07-02,ST003,SKU01044,2,1114.07,298.96,1630.22,1298.78,331.44,20.33
TXN00015779,2024-07-02,ST003,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00015780,2024-07-02,ST003,SKU01050,1,348.6,0.0,348.6,158.4,190.2,54.56
TXN00015781,2024-07-02,ST004,SKU01027,1,1165.45,236.98,928.47,559.68,368.79,39.72
TXN00015782,2024-07-02,ST002,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015783,2024-07-02,ST005,SKU01043,2,404.24,0.0,808.48,573.34,235.14,29.08
TXN00015784,2024-07-02,ST005,SKU01005,1,1010.22,134.21,876.01,669.89,206.12,23.53
TXN00015785,2024-07-03,ST007,SKU01031,1,1842.23,348.54,1493.69,753.56,740.13,49.55
TXN00015786,2024-07-03,ST002,SKU01043,1,404.24,0.0,404.24,286.67,117.57,29.08
TXN00015787,2024-07-03,ST002,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00015788,2024-07-03,ST005,SKU01035,1,565.54,0.0,565.54,249.0,316.54,55.97
TXN00015789,2024-07-03,ST005,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00015790,2024-07-03,ST003,SKU01018,1,113.32,0.0,113.32,70.62,42.7,37.68
TXN00015791,2024-07-03,ST003,SKU01035,1,565.54,0.0,565.54,249.0,316.54,55.97
TXN00015792,2024-07-03,ST003,SKU01002,1,650.43,0.0,650.43,497.09,153.34,23.58
TXN00015793,2024-07-03,ST003,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00015794,2024-07-03,ST008,SKU01001,1,721.72,149.59,572.13,527.69,44.44,7.77
TXN00015795,2024-07-03,ST008,SKU01040,1,505.24,92.76,412.48,362.4,50.08,12.14
TXN00015796,2024-07-03,ST008,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00015797,2024-07-03,ST001,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00015798,2024-07-03,ST006,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00015799,2024-07-03,ST006,SKU01006,2,619.04,0.0,1238.08,925.62,312.46,25.24
TXN00015800,2024-07-03,ST006,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00015801,2024-07-03,ST005,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00015802,2024-07-03,ST006,SKU01029,2,1188.09,0.0,2376.18,960.2,1415.98,59.59
TXN00015803,2024-07-03,ST006,SKU01050,1,348.6,0.0,348.6,158.4,190.2,54.56
TXN00015804,2024-07-03,ST006,SKU01048,1,105.29,29.8,75.49,74.1,1.39,1.84
TXN00015805,2024-07-03,ST001,SKU01042,1,883.5,205.31,678.19,423.02,255.17,37.63
TXN00015806,2024-07-03,ST008,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00015807,2024-07-03,ST002,SKU01031,1,1842.23,0.0,1842.23,753.56,1088.67,59.1
TXN00015808,2024-07-03,ST004,SKU01049,1,423.29,0.0,423.29,223.34,199.95,47.24
TXN00015809,2024-07-03,ST004,SKU01007,1,1039.26,0.0,1039.26,739.06,300.2,28.89
TXN00015810,2024-07-03,ST004,SKU01013,1,139.33,0.0,139.33,104.16,35.17,25.24
TXN00015811,2024-07-03,ST006,SKU01027,2,1165.45,0.0,2330.9,1119.36,1211.54,51.98
TXN00015812,2024-07-03,ST007,SKU01021,1,1399.87,397.67,1002.2,787.07,215.13,21.47
TXN00015813,2024-07-03,ST007,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00015814,2024-07-03,ST006,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00015815,2024-07-03,ST006,SKU01010,1,257.81,0.0,257.81,110.38,147.43,57.19
TXN00015816,2024-07-03,ST006,SKU01033,1,758.36,0.0,758.36,327.86,430.5,56.77
TXN00015817,2024-07-03,ST008,SKU01007,1,1039.26,0.0,1039.26,739.06,300.2,28.89
TXN00015818,2024-07-03,ST008,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00015819,2024-07-03,ST008,SKU01000,2,974.86,261.46,1426.8,1282.6,144.2,10.11
TXN00015820,2024-07-03,ST008,SKU01001,2,721.72,0.0,1443.44,1055.38,388.06,26.88
TXN00015821,2024-07-03,ST008,SKU01035,1,565.54,85.07,480.47,249.0,231.47,48.18
